CASE Number,Accident Date,Accident Time,Day of Week,Nearest Street,At Intersection,Precinct,Zone ID,Number of Vehicles Involved,Location of First Harmful Event,Weather Condition,Light Conditions,Traffic Control Device,Traffic Control Type,Roadway Alignment,Roadway Surface Condition,Roadway Surface type,Roadway Description,Roadway defects,Relation to Roadway,Intersection Type,Work Zone Related,Workers Present in Work Zone,Work Zone Location,Work Zone Type,School Zone,Type of Collision,Location 1
2016051305.0,12/16/2016,1410,FRI,NORWICH AV,Yes,3.0,331.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"5848 NORTHAMPTON BL
VIRGINIA BEACH, VA
(36.880392, -76.188173)"
2016048204.0,11/22/2016,1830,TUE,COLUMBUS ST,Yes,3.0,324.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DUSK,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,REAR END,"123 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.841611, -76.137019)"
2016047373.0,11/17/2016,720,THU,SANDRA LA,Yes,4.0,420.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"6600 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.818585, -76.218506)"
2016046186.0,11/08/2016,804,TUE,ALBRIGHT DR,Yes,4.0,421.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"1642 DYLAN DR
VIRGINIA BEACH, VA
(36.791296, -76.183132)"
2016045136.0,10/31/2016,2101,MON,EDISON RD,Yes,1.0,123.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,FIXED OBJECT-OFF ROAD,"1800 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.779138, -76.002692)"
2016052632.0,12/27/2016,1522,TUE,VIRGINIA BEACH BL,Yes,3.0,324.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"301 WITCHDUCK RD N
VIRGINIA BEACH, VA
(36.845805, -76.156521)"
2016049248.0,12/01/2016,735,THU,OLD GREAT NECK RD,Yes,2.0,222.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"329 GREAT NECK RD
VIRGINIA BEACH, VA
(36.843286, -76.047973)"
2016047930.0,11/20/2016,1917,SUN,BURTON STATION RD,00.10 Miles From,3.0,326.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"5796 NORTHAMPTON BL
VIRGINIA BEACH, VA
(36.882492, -76.184933)"
2016046636.0,11/11/2016,1720,FRI,GUARDIAN LN,Yes,1.0,127.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"600 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.826001, -76.067071)"
2016043455.0,10/20/2016,705,THU,SILVERLEAF DR,Yes,4.0,426.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"1300 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.823099, -76.127194)"
2016049952.0,12/06/2016,550,TUE,JEANNE ST,Yes,3.0,323.0,2,ON ROADWAY,RAIN,DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"400 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.848108, -76.136551)"
2016051882.0,12/20/2016,1430,TUE,4600 COLUMBUS ST,Yes,3.0,324.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,FOUR APPROACHES,NO,,,,NO,REAR END,"100 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.841843, -76.136711)"
2016042222.0,10/12/2016,800,WED,PLYMOUTH LA,Yes,2.0,223.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"1680 LAUREL LA
VIRGINIA BEACH, VA
(36.853253, -76.021949)"
2016052021.0,12/21/2016,1442,WED,HARPERS RD,Yes,1.0,124.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"1901 DAM NECK RD
VIRGINIA BEACH, VA
(36.784469, -76.039374)"
2016050689.0,12/12/2016,900,MON,GOVERNORS WY,Yes,4.0,427.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-OUTSIDE 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"3800 HOLLAND RD
VIRGINIA BEACH, VA
(36.815511, -76.105823)"
2016050976.0,12/14/2016,709,WED,WEST NECK RD,Yes,1.0,121.0,3,ON ROADWAY,MIST,DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"2499 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.722217, -76.052397)"
2016047641.0,11/18/2016,1721,FRI,BAXTER RD,Yes,4.0,422.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"4900 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.822662, -76.151551)"
2016045453.0,11/03/2016,730,THU,LAKESIDE DR N,00.20 Miles From,2.0,221.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,REAR END,"1400 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.878472, -76.041794)"
2016051622.0,12/18/2016,1834,SUN,CORPORATE LANDING PW,Yes,1.0,123.0,2,ON ROADWAY,RAIN,DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"1300 DAM NECK RD
VIRGINIA BEACH, VA
(36.786235, -76.008779)"
2016045993.0,11/06/2016,1643,SUN,3100 DAM NECK RD,Yes,1.0,124.0,2,MEDIAN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,FIXED OBJECT-OFF ROAD,"3100 HOLLAND RD
VIRGINIA BEACH, VA
(36.786683, -76.079204)"
2016046367.0,11/09/2016,1740,WED,COVENTRY RD,Yes,4.0,423.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DUSK,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"5401 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.83174, -76.175827)"
2016047345.0,11/16/2016,2310,WED,1900 INDEPENDENCE BL S,Yes,1.0,128.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"1700 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.794207, -76.106878)"
2016048272.0,11/23/2016,1010,WED,PRINCESS ANNE RD,13.00 Miles From,1.0,121.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"1999 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.723701, -76.017685)"
2016051633.0,12/18/2016,1957,SUN,CENTER LA,Yes,4.0,422.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,ANGLE,"5341 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.798636, -76.177391)"
2016050674.0,12/12/2016,230,MON,PROSPERITY RD,Yes,2.0,228.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,DEER,"1229 BIRDNECK RD S
VIRGINIA BEACH, VA
(36.811582, -75.977355)"
2016052840.0,12/29/2016,835,THU,JEANNE ST,Yes,3.0,323.0,2,ON ROADWAY,RAIN,DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,REAR END,"401 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.84801, -76.136841)"
2016047302.0,11/16/2016,1727,WED,LANDSTOWN CENTRE WY,Yes,1.0,124.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DUSK,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"3328 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.773356, -76.087658)"
2016048897.0,11/28/2016,1807,MON,MILISSA CT,Yes,4.0,420.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"1100 TRESTMAN AV
VIRGINIA BEACH, VA
(36.821811, -76.217659)"
2016052600.0,12/27/2016,1030,TUE,CYPRESS AV,Yes,2.0,227.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"700 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843738, -75.983465)"
2016047264.0,11/16/2016,1314,WED,LYNNHAVEN PW,Yes,4.0,424.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",OTHER,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"4100 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.791895, -76.116736)"
2016052733.0,12/28/2016,1059,WED,EDINBURGH DR,Yes,3.0,321.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,MAIN-LINE ROADWAY,FOUR APPROACHES,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"499 PRINCE OF WALES DR
VIRGINIA BEACH, VA
(36.847342, -76.09057)"
2016050429.0,12/09/2016,1757,FRI,WILDWOOD DR,Yes,2.0,223.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"996 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.861089, -76.026961)"
2016052748.0,12/28/2016,1310,WED,MILITARY HY S,Yes,4.0,420.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"6400 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.817058, -76.212643)"
2016050193.0,12/07/2016,2152,WED,5100 SINGLETON WY,Yes,4.0,422.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"5200 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.826804, -76.164289)"
2016052515.0,12/26/2016,1215,MON,SEAHAWK CI,Yes,1.0,127.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,THREE APPROACHES,NO,,,,NO,REAR END,"2680 INTERNATIONAL PW
VIRGINIA BEACH, VA
(36.815707, -76.061632)"
2016046235.0,11/08/2016,1425,TUE,SIR BARTON DR,Yes,4.0,423.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"404 PARLIAMENT DR S
VIRGINIA BEACH, VA
(36.828324, -76.169065)"
2016047371.0,11/22/2016,710,TUE,MAGNOLIA GREEN LO,Yes,1.0,121.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"2508 NORTH LANDING RD
VIRGINIA BEACH, VA
(36.748272, -76.059942)"
2016042878.0,10/16/2016,1335,SUN,CHIMNEY HILL SC,Yes,4.0,428.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,THREE APPROACHES,NO,,,,NO,ANGLE,"3600 HOLLAND RD
VIRGINIA BEACH, VA
(36.813638, -76.099614)"
2016046250.0,11/09/2016,1635,WED,FORDHAM DR,Yes,4.0,422.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"5386 KEMPSRIVER DR
VIRGINIA BEACH, VA
(36.801266, -76.17818)"
2016051276.0,12/16/2016,1100,FRI,PLEASANT VALLEY RD,Yes,4.0,424.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"2399 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.786723, -76.150051)"
2016047531.0,11/18/2016,647,FRI,3865 HOLLAND RD,Yes,4.0,427.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"600 GOVERNORS WY
VIRGINIA BEACH, VA
(36.816195, -76.108558)"
2016046421.0,11/10/2016,834,THU,PLEASANT VALLEY RD,Yes,4.0,425.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,REAR END,"4799 FERRELL PW
VIRGINIA BEACH, VA
(36.797071, -76.146461)"
2016042711.0,10/15/2016,701,SAT,3701 DAM NECK RD,Yes,1.0,125.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"3449 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.775661, -76.091383)"
2016046940.0,11/13/2016,2158,SUN,4701 KELLAM CT,Yes,3.0,323.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,REAR END,"513 KELLAM RD
VIRGINIA BEACH, VA
(36.850129, -76.14456)"
2016050028.0,12/07/2016,1800,WED,500 BAKER RD,Yes,3.0,326.0,2,ON ROADWAY,RAIN,DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,CONCRETE,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"600 NEWTOWN RD
VIRGINIA BEACH, VA
(36.859643, -76.175254)"
2016050729.0,12/12/2016,1451,MON,264 OFFRAMP,Yes,3.0,324.0,4,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,REAR END,"100 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.841843, -76.136711)"
2016046261.0,11/08/2016,1719,TUE,PHANTOM BL,Yes,1.0,123.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"1449 HARPERS RD
VIRGINIA BEACH, VA
(36.799865, -76.009733)"
2016051879.0,12/20/2016,1411,TUE,GREENWICH RD,Yes,4.0,423.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,FOUR APPROACHES,NO,,,,NO,REAR END,"206 WITCHDUCK RD S
VIRGINIA BEACH, VA
(36.836159, -76.159574)"
2016043539.0,10/20/2016,1625,THU,DIAMOND SPRINGS RD,Yes,3.0,326.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"5400 WESLEYAN DR BLK
VIRGINIA BEACH, VA
(36.870089, -76.165832)"
